tiempo_s,ppg_suavizada
31.178807497024536,-66512.52300824242
31.19241714477539,-66555.08825549515
31.227112531661987,-66591.50789835233
31.24238681793213,-66621.81353022043
31.252593755722046,-66647.39114011056
31.280547857284546,-66670.53090659407
31.29241633415222,-66693.78021978088
31.33120346069336,-66718.06078296769
31.333064317703247,-66744.38770604462
31.353013515472412,-66773.5247252754
31.375203371047974,-66804.65178571494
31.392380237579346,-66836.28021978088
31.427058219909668,-66869.79842033035
31.44034242630005,-66909.53262362703
31.452401638031006,-66958.07383241826
31.473695278167725,-67012.88118131935
31.492563247680664,-67068.95364011056
31.52532434463501,-67119.56559066
31.540685415267944,-67160.84546703364
31.552521467208862,-67189.27266483585
31.574804067611694,-67201.98523351715
31.59259796142578,-67198.33070055011
31.62477207183838,-67177.87190934134
31.639511346817017,-67139.84100274793
31.652493715286255,-67085.05837912153
31.672930002212524,-67015.91998626442
31.692410230636597,-66936.99450549517
31.725351333618164,-66850.32829670397
31.740918397903442,-66761.3526785721
31.752397775650024,-66673.83241758308
31.774128437042236,-66591.30425824241
31.792250394821167,-66516.492101649
31.828261613845825,-66451.2942994512
31.83227276802063,-66397.75480769297
31.852785110473633,-66356.59993131935
31.878511667251587,-66329.53708791276
31.89326548576355,-66318.12671703362
31.92135715484619,-66324.64320055011
31.932485580444336,-66350.12190934132
31.952539443969727,-66390.25309066002
31.97532558441162,-66437.10611263802
31.992371559143066,-66483.6287774732
32.02535605430603,-66525.26820055011
32.040602922439575,-66562.63015109957
32.05130314826965,-66595.93131868198
32.07371520996094,-66625.36744505561
32.09133696556091,-66650.84993131935
32.125174045562744,-66671.12122252813
32.14099073410034,-66687.41140109957
32.15135979652405,-66701.35817307759
32.17480540275574,-66715.64354395673
32.191280126571655,-66731.96291208858
32.23093223571777,-66750.24587912156
32.23156976699829,-66770.44230769298
32.25387239456177,-66792.13049450617
32.281424045562744,-66814.22767857209
32.29457187652588,-66835.95776098968
32.32703733444214,-66857.24141483584
32.3416223526001,-66879.12500000067
32.351507902145386,-66903.04910714352
32.37701988220215,-66932.14629120944
32.39199233055115,-66966.94917582485
32.419628620147705,-67003.70810439628
32.441317558288574,-67037.92273351716
32.467212200164795,-67063.70879120947
32.493061780929565,-67076.91208791276
32.49445176124573,-67076.75755494574
32.51471447944641,-67063.42135989078
32.54003858566284,-67038.53674450616
32.55644130706787,-67001.46462912153
32.58191394805908,-66953.64114011054
32.59641695022583,-66895.78502747319
32.61655592918396,-66830.14010989078
32.65495014190674,-66759.9728708798
32.655566692352295,-66686.5659340666
32.67496991157532,-66612.47939560506
32.701351165771484,-66538.96943681387
32.72233772277832,-66468.10027472593
32.749510049819946,-66401.88083791274
32.75145149230957,-66341.08585164903
32.77305889129639,-66287.54155219847
32.795480489730835,-66243.83688186879
32.81677484512329,-66211.40212912155
32.8510684967041,-66193.52197802265
32.85186457633972,-66191.65247252813
32.87356233596802,-66205.86607142923
32.90799140930176,-66230.86092033033
32.91175293922424,-66259.83001373691
32.93157124519348,-66289.64594780286
32.96647667884827,-66317.97802197868
32.98622369766235,-66346.35405219847
32.996737003326416,-66376.82280219847
33.02296423912048,-66408.45535714354
33.04603815078735,-66440.71600274793
33.05333852767944,-66473.14423076989
33.07839894294739,-66505.85096153914
33.096187114715576,-66538.5285027479
33.13263463973999,-66571.72149725341
33.13341999053955,-66605.44505494571
33.15433359146118,-66639.19780219847
33.18935775756836,-66673.34993131936
33.1902801990509,-66707.02335164903
33.21088480949402,-66739.89388736332
33.24799609184265,-66771.76785714351
33.25074577331543,-66802.1644917589
33.277652978897095,-66831.74107142925
33.305288314819336,-66861.62087912152
33.32619667053223,-66892.5549450556
33.331541776657104,-66925.30597527539
33.36675548553467,-66959.82142857209
33.37092900276184,-66994.9945054952
33.39423656463623,-67033.2221840666
33.41667819023132,-67078.24553571496
33.4478120803833,-67130.37190934134
33.45371413230896,-67185.86504120946
33.478572368621826,-67239.4721840666
33.49749565124512,-67285.63839285781
33.53094506263733,-67320.337568682
33.53168821334839,-67343.66895604462
33.551066160202026,-67355.28434066003
33.58585548400879,-67354.14835164903
33.606162786483765,-67340.79017857209
33.61385893821716,-67315.93784340727
33.638216972351074,-67280.52918956112
33.65786838531494,-67235.90728022046
33.69516849517822,-67184.47561813255
33.696624755859375,-67127.46462912155
33.717609882354736,-67068.1696428578
33.73144817352295,-67008.54807692375
33.75279879570007,-66950.27060439627
33.77243614196777,-66895.2534340666
33.80308485031128,-66846.20776098967
33.819093465805054,-66803.99141483584
33.83274865150452,-66769.84821428638
33.85385489463806,-66746.6490384622
33.87299299240112,-66737.11641483582
33.90527629852295,-66744.28434066002
33.92492127418518,-66765.97836538528
33.93284273147583,-66796.47802197868
33.95907211303711,-66830.24965659407
33.98094201087952,-66863.89114011054
33.99045467376709,-66896.45501373695
34.015382289886475,-66927.78743131936
34.03846549987793,-66957.61126373691
34.06037354469299,-66985.60061813252
34.069575548172,-67012.11195055011
34.08957028388977,-67036.93234890176
34.12226676940918,-67058.98489011056
34.14212727546692,-67077.67170329738
34.149879455566406,-67094.79670329738
34.171098709106445,-67103.11232845119
34.19051456451416,-67119.05874846464
34.22136163711548,-67134.18266782364
34.24255967140198,-67148.59281421566
34.252235889434814,-67162.39791532811
34.27586102485657,-67175.70669884846
34.29528617858887,-67188.62789246411
34.329468965530396,-67201.27022386252
34.330361127853394,-67213.74242073114
34.350797176361084,-67226.15321075739
34.37964844703674,-67238.6113216287
34.39755868911743,-67251.22548103252
34.41004204750061,-67264.10441665631
