tiempo_relativo_s,valor_crudo
9.224980592727661,-66871.0
9.225688934326172,-66856.0
9.22627592086792,-66863.0
9.29783296585083,-66858.0
9.298365116119385,-66865.0
9.29891061782837,-66864.0
9.3024320602417,-66876.0
9.3030366897583,-66876.0
9.303607702255249,-66886.0
9.304181814193726,-66882.0
9.304830074310303,-66884.0
9.313559532165527,-66881.0
9.391831636428833,-66889.0
9.392420768737793,-66899.0
9.401076078414917,-66915.0
9.401834726333618,-66918.0
9.402646541595459,-66932.0
9.403506517410278,-66930.0
9.404608964920044,-66939.0
9.47217059135437,-66926.0
9.472710371017456,-66938.0
9.473219871520996,-66924.0
9.476559162139893,-66931.0
9.478086948394775,-66926.0
9.478901624679565,-66932.0
9.479930400848389,-66917.0
9.527665376663208,-66932.0
9.528469562530518,-66927.0
9.529231548309326,-66929.0
9.529917001724243,-66929.0
9.530762672424316,-66938.0
9.531718492507935,-66935.0
9.532573938369751,-66946.0
9.573270559310913,-66944.0
9.573948860168457,-66958.0
9.578741312026978,-66959.0
9.580445289611816,-66975.0
9.581345081329346,-66977.0
9.629862308502197,-66991.0
9.630679845809937,-66993.0
9.631810188293457,-67012.0
9.6336190700531,-67003.0
9.674552202224731,-67024.0
9.675805807113647,-67021.0
9.68066692352295,-67035.0
9.681547403335571,-67033.0
9.722009897232056,-67050.0
9.722835302352905,-67053.0
9.723517894744873,-67071.0
9.724395513534546,-67062.0
9.726051568984985,-67079.0
9.727813482284546,-67079.0
9.762393951416016,-67091.0
9.76308274269104,-67094.0
9.763893842697144,-67105.0
9.769786357879639,-67099.0
9.770820379257202,-67122.0
9.808218002319336,-67117.0
9.809046506881714,-67130.0
9.809709072113037,-67126.0
9.810441732406616,-67141.0
9.848706245422363,-67137.0
9.849483251571655,-67157.0
9.852655410766602,-67153.0
9.85652780532837,-67160.0
9.85742473602295,-67162.0
9.909327507019043,-67181.0
9.910039901733398,-67177.0
9.910680055618286,-67189.0
9.911443710327148,-67189.0
9.912875413894653,-67203.0
9.955501317977905,-67204.0
9.956153154373169,-67216.0
9.956872940063477,-67220.0
9.960906267166138,-67234.0
9.962707042694092,-67229.0
9.963533401489258,-67224.0
9.996333837509155,-67168.0
9.996941566467285,-67110.0
9.997444152832031,-67027.0
10.0275559425354,-66963.0
10.028648376464844,-66893.0
10.032944917678833,-66836.0
10.03465747833252,-66772.0
10.1060631275177,-66734.0
10.106919527053833,-66688.0
10.108207941055298,-66667.0
10.169174671173096,-66635.0
10.16981816291809,-66631.0
10.170331954956055,-66623.0
10.17445993423462,-66621.0
10.175173044204712,-66615.0
10.17650842666626,-66622.0
10.177485704421997,-66614.0
10.206918478012085,-66623.0
10.207420349121094,-66619.0
10.208518266677856,-66625.0
10.209935665130615,-66618.0
10.234960556030273,-66629.0
10.235448360443115,-66627.0
10.236128807067871,-66643.0
10.242769479751587,-66648.0
10.243561029434204,-66661.0
10.2453773021698,-66659.0
10.275712490081787,-66671.0
10.276195049285889,-66666.0
10.276890993118286,-66674.0
10.277411460876465,-66662.0
10.30669093132019,-66667.0
10.307307004928589,-66661.0
10.308159351348877,-66662.0
10.313577890396118,-66651.0
10.344778060913086,-66656.0
10.345500230789185,-66648.0
10.346120119094849,-66651.0
10.377132177352905,-66643.0
10.377629041671753,-66643.0
10.378351926803589,-66643.0
10.38376760482788,-66652.0
10.419200897216797,-66653.0
10.4200599193573,-66659.0
10.420867204666138,-66663.0
10.451932668685913,-66676.0
10.452673435211182,-66673.0
10.457454681396484,-66684.0
10.458144664764404,-66682.0
10.494319200515747,-66696.0
10.495728254318237,-66698.0
10.496725082397461,-66713.0
10.497687101364136,-66715.0
10.527466535568237,-66732.0
10.528088569641113,-66733.0
10.528547048568726,-66748.0
10.533427953720093,-66752.0
10.557794570922852,-66771.0
10.558358907699585,-66778.0
10.565976619720459,-66797.0
10.6031494140625,-66803.0
10.607128381729126,-66813.0
10.60892915725708,-66817.0
10.609904050827026,-66830.0
10.648878574371338,-66833.0
10.649914741516113,-66839.0
10.650903224945068,-66842.0
10.651765584945679,-66852.0
10.684427499771118,-66854.0
10.685946464538574,-66860.0
10.691203594207764,-66862.0
10.6920325756073,-66873.0
10.73132610321045,-66875.0
10.732128858566284,-66888.0
10.733214616775513,-66889.0
10.734385013580322,-66903.0
10.736228942871094,-66900.0
10.768290281295776,-66914.0
10.776324272155762,-66917.0
10.777395725250244,-66932.0
10.778330564498901,-66939.0
10.823241233825684,-66959.0
10.824321508407593,-66964.0
10.825079441070557,-66973.0
10.825975179672241,-66967.0
10.826948404312134,-66954.0
10.863783359527588,-66893.0
10.86457872390747,-66832.0
10.866490125656128,-66749.0
10.874527931213379,-66680.0
10.875562906265259,-66605.0
10.911271095275879,-66541.0
10.911880016326904,-66480.0
10.91308856010437,-66430.0
10.914199352264404,-66386.0
10.94154691696167,-66360.0
10.944870948791504,-66335.0
10.94554352760315,-66327.0
10.985378742218018,-66315.0
10.986032009124756,-66321.0
10.986717939376831,-66323.0
10.98749828338623,-66328.0
11.024212121963501,-66327.0
11.024853706359863,-66339.0
11.025542736053467,-66334.0
