tiempo_relativo_s,Crudo,Filtrado,Normalizado
6.86674165725708,-66537.0,-953.527,0.7028
6.906607151031494,-66363.0,-687.4613,0.7059
6.9073591232299805,-66322.0,-296.0001,0.7105
6.925743818283081,-66371.0,144.36,0.7157
6.9430742263793945,-66451.0,525.1774,0.7201
6.968481063842773,-66552.0,759.8737,0.7229
6.979690313339233,-66665.0,819.3181,0.7236
6.9998064041137695,-66774.0,733.1609,0.7226
7.025303602218628,-66907.0,564.676,0.7206
7.0395989418029785,-67022.0,378.2678,0.7184
7.063845634460449,-67083.0,217.1017,0.7165
7.088419437408447,-67085.0,98.7672,0.7151
7.094566822052002,-67045.0,24.5418,0.7143
7.1147966384887695,-66993.0,-9.2785,0.7139
7.134685039520264,-66959.0,-6.3866,0.7139
7.173287868499756,-66953.0,27.8854,0.7143
7.174149036407471,-66968.0,83.1668,0.715
7.217146873474121,-67013.0,143.8958,0.7157
7.223053216934204,-67074.0,193.2473,0.7163
7.239173173904419,-67131.0,218.4546,0.7166
7.260430335998535,-67192.0,214.8315,0.7165
7.2815375328063965,-67245.0,186.6312,0.7162
7.315650701522827,-67337.0,143.9588,0.7157
7.316823959350586,-67414.0,97.1715,0.7151
7.3499534130096436,-67489.0,52.4696,0.7146
7.355178356170654,-67565.0,11.5866,0.7141
7.375983715057373,-67638.0,-25.9409,0.7137
7.399954557418823,-67718.0,-60.7627,0.7133
7.423138380050659,-67796.0,-93.147,0.7129
7.440504550933838,-67863.0,-123.0003,0.7125
7.469209432601929,-67934.0,-149.8372,0.7122
7.480386734008789,-67980.0,-172.5956,0.712
7.500040054321289,-67877.0,-188.3132,0.7118
7.521838188171387,-67316.0,-185.1949,0.7118
7.543582916259766,-66742.0,-130.8674,0.7125
7.569259881973267,-66396.0,23.8755,0.7143
7.60040807723999,-66237.0,310.0725,0.7176
7.606417655944824,-66198.0,701.2707,0.7222
7.626144170761108,-66219.0,1112.512,0.727
7.651821851730347,-66269.0,1441.3362,0.7309
7.662932395935059,-66325.0,1617.4806,0.7329
7.685793876647949,-66380.0,1629.1979,0.7331
7.70023512840271,-66448.0,1516.8105,0.7318
7.71650242805481,-66526.0,1344.6031,0.7297
7.736329555511475,-66588.0,1170.1345,0.7277
7.758043050765991,-66632.0,1026.4468,0.726
7.777449131011963,-66627.0,921.4465,0.7248
7.796775817871094,-66617.0,848.5869,0.7239
7.8197784423828125,-66597.0,798.4105,0.7233
7.833558797836304,-66594.0,764.2496,0.7229
7.882915019989014,-66599.0,741.8243,0.7227
7.888089895248413,-66631.0,726.5884,0.7225
7.908045768737793,-66664.0,712.2676,0.7223
7.926500558853149,-66715.0,691.7977,0.7221
7.946789503097534,-66771.0,659.59,0.7217
7.966330051422119,-66834.0,613.3464,0.7212
7.990626811981201,-66894.0,554.3597,0.7205
8.005171298980713,-66942.0,486.782,0.7197
8.027050495147705,-66994.0,416.3887,0.7189
8.047532081604004,-67050.0,348.9368,0.7181
8.063160419464111,-67102.0,288.2953,0.7174
8.082823991775513,-67154.0,235.4843,0.7168
8.107460737228394,-67195.0,189.3495,0.7162
